Articulo,Factura,Nro,Fecha,SubTotal,Total,Estado,id_producto,Cantidad,PrecioUnitario,Precio,Comentario,Contacto,Cuenta,Edad,Usuario
Alufren,"Pedido de Cliente 12",SO707,"2013-02-02 13:59:33",1437.000,1753.140,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 12",32,"uno Visitador"
Alufren,"Pedido de Cliente 12",SO707,"2013-02-02 13:59:33",1437.000,1753.140,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 12",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 12",SO707,"2013-02-02 13:59:33",1437.000,1753.140,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 12",32,"uno Visitador"
Pantogar,"Pedido de Cliente 10",SO709,"2012-10-26 14:57:56",2460.000,3001.200,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 10",32,"uno Visitador"
Pantogar,"Pedido de Cliente 10",SO709,"2012-10-26 14:57:56",2460.000,3001.200,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 10",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 10",SO709,"2012-10-26 14:57:56",2460.000,3001.200,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 10",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 10",SO709,"2012-10-26 14:57:56",2460.000,3001.200,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 10",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 11",SO710,"2013-01-01 17:40:48",2234.000,2725.480,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 11",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 11",SO710,"2013-01-01 17:40:48",2234.000,2725.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 11",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 15",SO711,"2013-07-31 12:41:00",180.000,219.600,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 15",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 9",SO712,"2013-07-15 21:09:18",180.000,219.600,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 9",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 16",SO713,"2013-03-21 22:03:59",1257.000,1533.540,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 16",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 16",SO713,"2013-03-21 22:03:59",1257.000,1533.540,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 16",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 16",SO713,"2013-03-21 22:03:59",1257.000,1533.540,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 16",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 15",SO714,"2013-03-14 21:10:37",2414.000,2945.080,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 15",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 15",SO714,"2013-03-14 21:10:37",2414.000,2945.080,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 15",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 15",SO714,"2013-03-14 21:10:37",2414.000,2945.080,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 15",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 18",SO715,"2013-02-25 17:00:17",180.000,219.600,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 18",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 17",SO716,"2012-11-06 15:04:54",2680.000,3269.600,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 17",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 17",SO716,"2012-11-06 15:04:54",2680.000,3269.600,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 17",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 17",SO716,"2012-11-06 15:04:54",2680.000,3269.600,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 17",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 20",SO718,"2013-07-15 20:07:28",2594.000,3164.680,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 20",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 20",SO718,"2013-07-15 20:07:28",2594.000,3164.680,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 20",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 20",SO718,"2013-07-15 20:07:28",2594.000,3164.680,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 20",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 20",SO718,"2013-07-15 20:07:28",2594.000,3164.680,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 20",55,"3 Visitador tres"
"Ebroderm Piel Seca","Pedido de Cliente 8",SO719,"2013-07-24 13:57:42",1234.000,1505.480,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 8",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 3",SO720,"2013-01-18 14:59:36",1414.000,1725.080,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 3",32,"uno Visitador"
Viru-Merz,"Pedido de Cliente 3",SO720,"2013-01-18 14:59:36",1414.000,1725.080,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 3",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 19",SO721,"2012-12-14 21:12:13",1497.000,1826.340,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 19",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 19",SO721,"2012-12-14 21:12:13",1497.000,1826.340,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 19",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 7",SO722,"2012-12-17 14:22:36",220.000,268.400,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 7",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 6",SO723,"2012-12-19 12:27:57",2400.000,2928.000,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 6",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 6",SO723,"2012-12-19 12:27:57",2400.000,2928.000,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 6",55,"3 Visitador tres"
"Terfiren crema - 10g","Pedido de Cliente 6",SO723,"2012-12-19 12:27:57",2400.000,2928.000,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 6",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 6",SO723,"2012-12-19 12:27:57",2400.000,2928.000,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 6",55,"3 Visitador tres"
Contractubex,"Pedido de Cliente 6",SO725,"2012-12-21 15:46:16",180.000,219.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 6",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 10",SO726,"2012-12-05 14:47:51",3677.000,4485.940,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 10",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 10",SO726,"2012-12-05 14:47:51",3677.000,4485.940,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 10",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 10",SO726,"2012-12-05 14:47:51",3677.000,4485.940,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 10",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 10",SO726,"2012-12-05 14:47:51",3677.000,4485.940,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 10",32,"uno Visitador"
Pantogar,"Pedido de Cliente 10",SO726,"2012-12-05 14:47:51",3677.000,4485.940,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 10",32,"uno Visitador"
Alufren,"Pedido de Cliente 5",SO727,"2012-10-11 13:40:49",2257.000,2753.540,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 5",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 5",SO727,"2012-10-11 13:40:49",2257.000,2753.540,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 5",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 5",SO727,"2012-10-11 13:40:49",2257.000,2753.540,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 5",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 5",SO727,"2012-10-11 13:40:49",2257.000,2753.540,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 5",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 5",SO728,"2013-04-05 11:41:43",1234.000,1505.480,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 5",55,"3 Visitador tres"
"Ad Muc","Pedido de Cliente 16",SO729,"2012-09-08 18:14:53",360.000,439.200,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 16",32,"uno Visitador"
Viru-Merz,"Pedido de Cliente 16",SO729,"2012-09-08 18:14:53",360.000,439.200,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 16",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 4",SO730,"2013-02-14 19:40:06",3311.000,4039.420,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 4",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 4",SO730,"2013-02-14 19:40:06",3311.000,4039.420,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 4",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 4",SO730,"2013-02-14 19:40:06",3311.000,4039.420,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 4",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 4",SO730,"2013-02-14 19:40:06",3311.000,4039.420,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 4",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 14",SO731,"2013-05-05 17:07:16",4234.000,5165.480,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 14",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 14",SO731,"2013-05-05 17:07:16",4234.000,5165.480,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 14",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 14",SO731,"2013-05-05 17:07:16",4234.000,5165.480,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 14",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 14",SO731,"2013-05-05 17:07:16",4234.000,5165.480,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 14",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 19",SO732,"2012-09-15 18:18:01",180.000,219.600,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 19",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 16",SO733,"2013-06-02 15:14:16",1000.000,1220.000,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 16",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 3",SO734,"2013-07-08 16:36:18",3794.000,4628.680,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 3",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 3",SO734,"2013-07-08 16:36:18",3794.000,4628.680,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 3",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 3",SO734,"2013-07-08 16:36:18",3794.000,4628.680,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 3",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 3",SO734,"2013-07-08 16:36:18",3794.000,4628.680,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 3",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 11",SO735,"2013-05-03 12:31:00",4117.000,5022.740,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 11",32,"uno Visitador"
Ebroset,"Pedido de Cliente 11",SO735,"2013-05-03 12:31:00",4117.000,5022.740,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 11",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 11",SO735,"2013-05-03 12:31:00",4117.000,5022.740,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 11",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 11",SO735,"2013-05-03 12:31:00",4117.000,5022.740,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 11",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 11",SO735,"2013-05-03 12:31:00",4117.000,5022.740,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 11",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 16",SO736,"2013-07-31 15:52:55",1000.000,1220.000,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 16",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 16",SO736,"2013-07-31 15:52:55",1000.000,1220.000,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 16",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 16",SO736,"2013-07-31 15:52:55",1000.000,1220.000,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 16",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 16",SO737,"2012-12-07 21:59:18",1077.000,1313.940,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 16",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 16",SO737,"2012-12-07 21:59:18",1077.000,1313.940,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 16",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 13",SO738,"2012-12-23 11:04:50",180.000,219.600,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 13",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 10",SO739,"2013-07-01 13:09:39",3351.000,4088.220,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 10",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 10",SO739,"2013-07-01 13:09:39",3351.000,4088.220,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 10",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 10",SO739,"2013-07-01 13:09:39",3351.000,4088.220,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 10",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 10",SO739,"2013-07-01 13:09:39",3351.000,4088.220,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 10",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 13",SO740,"2013-04-30 21:33:17",2234.000,2725.480,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 13",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 13",SO740,"2013-04-30 21:33:17",2234.000,2725.480,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 13",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 7",SO741,"2013-03-12 17:40:41",2680.000,3269.600,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 7",55,"3 Visitador tres"
Contractubex,"Pedido de Cliente 7",SO741,"2013-03-12 17:40:41",2680.000,3269.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 7",55,"3 Visitador tres"
"Ebroderm Piel Normal","Pedido de Cliente 7",SO741,"2013-03-12 17:40:41",2680.000,3269.600,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 7",55,"3 Visitador tres"
"Ebroderm Piel Normal","Pedido de Cliente 2",SO742,"2013-04-24 10:59:00",3294.000,4018.680,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 2",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 2",SO742,"2013-04-24 10:59:00",3294.000,4018.680,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 2",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 2",SO742,"2013-04-24 10:59:00",3294.000,4018.680,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 2",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 18",SO743,"2012-11-10 13:37:16",1580.000,1927.600,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 18",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 18",SO743,"2012-11-10 13:37:16",1580.000,1927.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 18",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 18",SO743,"2012-11-10 13:37:16",1580.000,1927.600,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 18",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 18",SO743,"2012-11-10 13:37:16",1580.000,1927.600,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 18",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 11",SO744,"2013-02-28 16:18:23",1000.000,1220.000,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 11",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 17",SO745,"2013-05-29 17:52:44",180.000,219.600,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 17",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 10",SO746,"2013-07-02 10:11:15",1360.000,1659.200,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 10",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 10",SO746,"2013-07-02 10:11:15",1360.000,1659.200,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 10",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 10",SO746,"2013-07-02 10:11:15",1360.000,1659.200,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 10",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 11",SO747,"2012-09-28 17:25:04",2234.000,2725.480,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 11",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 11",SO747,"2012-09-28 17:25:04",2234.000,2725.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 11",32,"uno Visitador"
Pantogar,"Pedido de Cliente 14",SO748,"2013-07-16 12:05:06",180.000,219.600,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 14",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 12",SO750,"2013-02-22 21:48:49",1814.000,2213.080,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 12",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 12",SO750,"2013-02-22 21:48:49",1814.000,2213.080,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 12",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 12",SO750,"2013-02-22 21:48:49",1814.000,2213.080,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 12",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 12",SO750,"2013-02-22 21:48:49",1814.000,2213.080,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 12",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 11",SO751,"2013-06-29 22:04:50",2731.000,3331.820,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 11",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 11",SO751,"2013-06-29 22:04:50",2731.000,3331.820,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 11",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 11",SO751,"2013-06-29 22:04:50",2731.000,3331.820,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 11",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 15",SO752,"2013-05-23 15:04:42",2774.000,3384.280,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 15",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 15",SO752,"2013-05-23 15:04:42",2774.000,3384.280,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 15",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 15",SO752,"2013-05-23 15:04:42",2774.000,3384.280,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 15",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 15",SO752,"2013-05-23 15:04:42",2774.000,3384.280,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 15",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 15",SO752,"2013-05-23 15:04:42",2774.000,3384.280,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 15",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 13",SO753,"2013-01-01 17:04:05",2960.000,3611.200,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 13",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 13",SO753,"2013-01-01 17:04:05",2960.000,3611.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 13",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 13",SO753,"2013-01-01 17:04:05",2960.000,3611.200,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 13",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 13",SO753,"2013-01-01 17:04:05",2960.000,3611.200,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 13",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 13",SO753,"2013-01-01 17:04:05",2960.000,3611.200,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 13",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 8",SO756,"2013-05-02 17:46:34",1000.000,1220.000,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 8",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 4",SO757,"2012-12-08 12:04:53",2257.000,2753.540,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 4",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 4",SO757,"2012-12-08 12:04:53",2257.000,2753.540,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 4",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 4",SO757,"2012-12-08 12:04:53",2257.000,2753.540,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 4",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 4",SO757,"2012-12-08 12:04:53",2257.000,2753.540,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 4",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 10",SO758,"2013-05-13 14:21:01",220.000,268.400,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 10",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 16",SO759,"2013-06-04 10:21:13",2414.000,2945.080,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 16",32,"uno Visitador"
